id,name,host_id,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,y
170,YOOY .2min walk to Higashi Shinjuku sta. FreeWifi,52047464,Shinjuku Ku,35.70004,139.70535,Entire home/apt,1,0,,,180,27818
171,Central of TOKYO!! Close to train Sta 5-1h,226640813,Chuo Ku,35.67197,139.77546,Entire home/apt,1,1,2020-03-07,0.56,365,100057
172,105 Shinjuku Hyakunincho,44129333,Shinjuku Ku,35.70019,139.69449,Entire home/apt,3,4,2020-03-02,0.81,38,12854
173,Choucho (Female Dormitory) - Yadoya Orange,281759994,Nakano Ku,35.707390000000004,139.66828999999998,Shared room,1,6,2019-03-10,0.24,0,2767
174,Twin bed ! Easy to shinjuku! beside YoyogiPark  10,178319983,Shibuya Ku,35.679390000000005,139.68593,Entire home/apt,2,0,,,0,10096
175,Family House @Ikebukuro 12Guests/ Free Parking!,12014384,Toshima Ku,35.73685,139.70491,Entire home/apt,1,23,2020-03-30,1.83,193,29961
176,302/MAX 5guests/Ryogoku/Asakusa/Skytree/PocketWiFi,150236405,Sumida Ku,35.7027,139.79842,Entire home/apt,1,101,2020-04-12,5.04,151,15537
177,B6. Stylish & Modern Studio # SHINJUKU 7 min,261715406,Shinjuku Ku,35.696220000000004,139.70492,Entire home/apt,2,4,2020-02-29,0.92,33,23205
178,102-Cozy apt JR Shinkoiwa (Website hidden by Airbnb),52000676,Edogawa Ku,35.71135,139.85769,Entire home/apt,2,4,2020-04-27,3.64,168,6976
179,紅葉Momiji House,101837159,Shinjuku Ku,35.70531,139.70662,Entire home/apt,2,0,,,331,30103
180,NEW⭐︎max2⭐︎MeguroRiver⭐︎Harajuku/Shibuya/Ebisu⭐︎,260325941,Meguro Ku,35.6322,139.71032,Entire home/apt,1,16,2020-04-29,3.61,55,12518
181,New Open/5 min to station!/free wifi/Max 2ppl! 102,341662800,Toshima Ku,35.74128,139.71333,Entire home/apt,1,40,2020-02-13,2.24,177,8977
182,304 near SkyTree and Asakusa Great location! Wifi,324761252,Sumida Ku,35.71246,139.81018999999998,Entire home/apt,1,76,2020-02-16,3.33,359,18023
183,301 20%off near Shinjuku Brand  New ★  1 min  ★,304031045,Shinjuku Ku,35.71629,139.68797,Entire home/apt,2,25,2020-04-13,2.17,167,15998
184,Shin-Nakano Station 6 minutes! 5 people stay  TY04,178965087,Nakano Ku,35.69413,139.66861,Entire home/apt,1,7,2020-01-24,1.14,101,34986
185,2F whole 70㎡ Free P available Max 9 people Conveni,199132127,Shinjuku Ku,35.71342,139.68303,Private room,1,46,2020-01-27,2.84,334,38900
186,*Artistic moon lit room with house wifi,311306656,Suginami Ku,35.67275,139.65971000000002,Entire home/apt,1,82,2020-01-30,1.56,352,5050
187,3 mins to Kabukicho/Shinjuku! Huge&Cozy 1LDK/H9,217141284,Shinjuku Ku,35.699729999999995,139.70526,Entire home/apt,2,6,2020-04-20,1.31,0,20624
188,4 people OK! Wooden deck terrace. Shimokitazawa.,279060658,Setagaya Ku,35.6624,139.66645,Entire home/apt,1,3,2020-04-12,2.31,355,12965
189,Shinjuku/ 3 min walk from station★projector #OH3-1,18289292,Shinjuku Ku,35.6924,139.70779,Entire home/apt,1,32,2020-01-29,2.09,0,6414
190,和室2間､60平米ﾘﾋﾞﾝｸﾞあり｡ﾌﾙｻｲｽﾞｷｯﾁﾝ･大型浴室付の家族向け2LDK!羽田25分,82006876,Chuo Ku,35.68558,139.78509,Private room,2,5,2019-12-16,0.43,72,48045
191,4 ppl/6 min Asakusa/Airport Direct/Japanese Style,291191264,Sumida Ku,35.70608,139.79875,Hotel room,1,8,2019-12-30,0.76,334,13135
192,2 min  to  Sta. /4 min to Skytree/15 min to Sensoj,158349359,Sumida Ku,35.70703,139.80277,Entire home/apt,1,20,2020-04-02,2.17,0,13912
193,Ueno Hostel Siesta (Female/Mixed),112687297,Taito Ku,35.70755,139.77916000000002,Shared room,1,47,2020-04-15,3.02,167,3039
194,6 min Sta. Very near Akihabara!!Good location/205,228162180,Bunkyo Ku,35.70455,139.76591000000002,Entire home/apt,2,42,2020-04-04,3.88,147,3019
195,[IBASHO]5mins from Shibuya sta/Elevator/Wi-fi 706,230876845,Shibuya Ku,35.66018,139.69656,Entire home/apt,1,64,2020-04-13,2.94,317,9977
196,新宿まで10分!!/最寄駅まで8分/最大3名/ﾎﾟｹｯﾄWi-Fi付/FF109,325757742,Shinjuku Ku,35.69744,139.69291,Entire home/apt,1,1,2020-04-08,1.0,17,50407
197,HIZ HOTEL Ginza MAX5 Luxury Apartment Hotel 701,208180651,Chuo Ku,35.67443,139.77272,Entire home/apt,2,23,2020-02-10,2.05,149,27964
198,Shinjuku 2st max 10 ppi/ chitosekaratsuyama 3mwalk,6606987,Setagaya Ku,35.67225,139.60019,Entire home/apt,2,92,2020-01-04,2.43,90,14312
199,蓮 HASU,171401706,Shinjuku Ku,35.69397,139.70943,Private room,1,0,,,91,25101
200,离地铁站1分钟!电梯公寓!提供三套独立2室一厅公寓!浅草､银座､天空树､上野､迪斯尼直达!周边繁华!,212909642,Edogawa Ku,35.74175,139.88456000000002,Entire home/apt,2,4,2019-05-19,0.14,328,20970
201,Cozy&Convenient& Close to Ikebukuro 池袋附近超方便舒适公寓303,181737248,Itabashi Ku,35.74758,139.71862,Private room,1,12,2020-01-13,1.82,91,5496
202,4分钟直达新宿新建旅馆Urban place 102,252910546,Nakano Ku,35.70564,139.67215,Entire home/apt,1,17,2020-04-01,3.72,0,6051
203,15mins to Shinjuku/Ikebukuro/Ginza/Tokyo! 3ppl,261336555,Shinjuku Ku,35.69385,139.69086,Entire home/apt,1,3,2020-03-06,0.87,306,79872
204,Setagaya House w/Cats! Close to Shibuya&Sangenjaya,198707164,Setagaya Ku,35.64743,139.65611,Private room,3,64,2019-12-18,1.74,170,3964
205,Near Asakusa and Akihabara! Max 4ppl!Free Wi-Fi!,236935461,Taito Ku,35.70042,139.78423,Entire home/apt,1,4,2020-04-15,1.54,31,8916
206,Y's B&Kitchen Tokyo +mwifi#HY1,37569092,Katsushika Ku,35.753190000000004,139.86854,Entire home/apt,1,228,2020-03-04,4.58,118,3794
207,伝統日本家屋都内には珍しい东京日本Free Wifi,302228906,Nerima Ku,35.76428,139.6684,Private room,1,24,2019-08-12,0.42,357,6852
208,Playroom provided for families w/ children!(MAX11),272866336,Katsushika Ku,35.74912,139.8278,Entire home/apt,3,1,2020-04-22,1.0,92,500058
209,Brand New/DoMo S305 5min walk to ShinOkubo Station,138109993,Shinjuku Ku,35.69958,139.6994,Entire home/apt,1,33,2020-02-22,1.81,181,19885
210,Shinjuku center/3mins from sta./10min to Kabukicho,230279374,Shinjuku Ku,35.700140000000005,139.70477,Entire home/apt,1,2,2020-02-27,0.5,213,21592
211,Nakameguro: Room with Bright Lights,231090035,Meguro Ku,35.64182,139.68848,Private room,30,9,2018-08-23,0.22,177,5371
212,Lively 1LDK apartment 1min to metro Sta. #201,174504697,Shinjuku Ku,35.69712,139.70601000000002,Entire home/apt,1,85,2020-04-01,3.11,159,10224
213,"NEW OPEN 2 min UENO, AKIHABARA GREATE LOCATION4",105271747,Taito Ku,35.70483,139.77391,Entire home/apt,3,3,2020-03-08,1.17,150,9843
214,Walking 3 mins to Otuska sta. #202 Pocket WIFI,329531883,Toshima Ku,35.73042,139.73189,Entire home/apt,3,45,2020-03-13,2.77,181,15028
215,ﾊｳｽﾅｶﾔﾏ502 大塚駅徒歩4分!駅前商店街!Max3人!Wi-fi付き,52753335,Toshima Ku,35.73028,139.73126000000002,Entire home/apt,1,23,2020-01-23,1.86,56,13858
216,"SH21 Train station 8-min walk,house in SHINJUKU-KU",147605429,Shinjuku Ku,35.70154,139.70843,Private room,1,1,2020-01-28,0.33,27,6239
217,6 min Sta!Good location hotel Akihabara area/8ppl,228162180,Bunkyo Ku,35.70377,139.76606999999998,Entire home/apt,2,0,,,268,30056
218,★Free WiFi★Walk 10min to GINZA! 2-2t,260508434,Chuo Ku,35.66944,139.77781000000002,Entire home/apt,1,85,2020-04-08,4.09,364,100052
219,Shinjuku 3 min train nearest sta within 1 min Walk,118431494,Shibuya Ku,35.679190000000006,139.67612,Entire home/apt,1,79,2020-03-20,4.38,134,7882
220,9minsUeno/12minsAakiha/one house,233600403,Kita Ku,35.73948,139.75772,Entire home/apt,2,77,2019-12-31,2.42,166,13005
221,"New open! Shinjuku, Kabukicho only 3 minute!",177763316,Shinjuku Ku,35.696909999999995,139.70528000000002,Entire home/apt,1,20,2020-02-25,2.64,8,16306
222,3 mins on foot to Asakusa Station! Sightseeing tourist attraction spots/ Free WiFi / Non-smoking Deluxe Double Room only,35623696,Taito Ku,35.70773,139.79348000000002,Private room,1,0,,,0,23640
223,新宿/渋谷/上野まで乗換えなしで便利!!池袋駅まで徒歩9分!!無料ﾎﾟｹｯﾄWi-Fi付き!,257553347,Toshima Ku,35.73558,139.71986,Entire home/apt,1,82,2020-03-28,2.1,86,9988
224,A2) Traditional 3min walk / Asakusa / Kaminarimon,198744417,Taito Ku,35.7085,139.79294,Entire home/apt,1,37,2019-12-27,2.62,345,16417
225,"""YUUNTEI ASAKUSA""3B
25suqure meters",289879729,Taito Ku,35.71885,139.80019,Private room,1,32,2020-02-04,2.35,82,18085
226,FAMILY ROOM (#301)*No Breakfast,220489385,Taito Ku,35.716120000000004,139.79446000000002,Private room,1,0,,,305,19211
227,SHIBUYA 8 min/30 days or more/FREE wifi/101/ﾏﾝｽﾘｰ,99144775,Shibuya Ku,35.65874,139.70889,Entire home/apt,30,0,,,194,9180
228,吉月閣 ﾎﾃﾙ YOSHITSUKI Hotel |近天空树 浅草 上野丨公交站步行1分钟  八,337014973,Taito Ku,35.72148,139.7953,Entire home/apt,1,3,2020-01-02,0.7,342,25170
229,"QY51 JR Train station 5-min walk, airport directly",25523994,Taito Ku,35.69788,139.78281,Entire home/apt,1,1,2020-03-07,0.56,0,7702
230,Akasaka Station 2 min on foot / 15 min to Roppongi! Non smoking single room,55513694,Minato Ku,35.67348,139.73754,Private room,1,0,,,68,19919
231,Standard Single 1 with Breakfast(1guest),31936413,Shibuya Ku,35.655390000000004,139.69292,Private room,1,22,2019-11-04,0.97,172,12175
232,Superior Double - Non-smoking,207678940,Minato Ku,35.66361,139.73375,Private room,1,31,2019-05-28,1.61,0,12913
233,[浅草]NEAR TEMPLE&ASAKUSA STA/4ppl PRIVATE/4B,115604387,Taito Ku,35.71182,139.79595,Private room,1,1,2018-07-13,0.05,186,16851
234,Shinjuku丨4min from station丨 wifi,246175318,Shinjuku Ku,35.69656,139.69152,Entire home/apt,1,0,,,179,12886
235,Super NEW apt/3mins to JR/Free High Speed WiFi 3-1,20240186,Toshima Ku,35.738490000000006,139.74819,Entire home/apt,1,1,2020-02-26,0.47,172,7956
236,3mins to Sensoji/4ppl dorm+SharedBath+Breakfast,220137081,Taito Ku,35.71585,139.79518000000002,Private room,1,0,,,57,8710
237,Best access to Shinjuku&Shibuya beside YoyogiPark7,178319983,Shibuya Ku,35.67845,139.6857,Entire home/apt,1,143,2020-02-06,3.2,0,15287
238,"Uhome Suite Kizuna Ikebukuro 101,5mn walk to stat.",165921683,Toshima Ku,35.73526,139.71071,Entire home/apt,1,24,2020-02-09,1.85,243,900119
239,EBISU#3  Tatami Room/No share space/Close Shibuya,219973669,Shibuya Ku,35.64781,139.71806999999998,Entire home/apt,1,20,2020-03-07,2.17,0,11911
240,"Direct to SHINJUKU, SHIBUYA☆ Designer's room",88584339,Toshima Ku,35.73819,139.73334,Entire home/apt,1,49,2020-03-05,2.37,0,9300
241,Near Asakusa&Skytree! 7mins from JR Kinshicho! 402,230128516,Sumida Ku,35.70323,139.81443000000002,Entire home/apt,2,17,2020-03-14,2.56,145,8575
242,GRIP House Shinjuku N,98399298,Shinjuku Ku,35.69794,139.68979,Entire home/apt,1,7,2020-02-17,1.24,160,32555
243,Japanese-Style Standard Single Room with TV,20957992,Taito Ku,35.72598,139.80145,Private room,1,189,2020-03-19,9.69,323,3489
244,【H2O Stay】B204 Charming Place/Shibuya/8min/7ppl,275916556,Shibuya Ku,35.65352,139.70891,Entire home/apt,1,52,2020-03-01,2.55,0,45022
245,Tsuru at Tama Ryokan,50085473,Shinjuku Ku,35.71241,139.70685,Private room,2,6,2019-10-09,0.17,339,8625
246,IKEBUKURO North Apt. 3 Min Station/FreeWi-Fi/#108,247956261,Toshima Ku,35.74029,139.71939,Entire home/apt,2,20,2020-03-18,2.01,354,6579
247,Standard Single Room A -  Smoking - 10sqm,135748714,Setagaya Ku,35.64515,139.67068999999998,Private room,1,0,,,174,8494
248,C8【Haneda/Shinagawa】Brand New Studio for 4/WIFI,300847561,Ota Ku,35.572140000000005,139.73481999999998,Entire home/apt,2,41,2020-03-03,3.32,176,11956
249,Sato san's Rest ~dormitory 3 people~,88392380,Arakawa Ku,35.73424,139.78833999999998,Hotel room,1,6,2019-12-01,0.31,222,10080
250,【sk1】新宿駅から徒歩10分 歌舞伎町 4名 大久保駅,257875421,Shinjuku Ku,35.69443,139.70524,Entire home/apt,2,6,2020-03-25,1.94,176,8187
251,原宿駅近く!東京観光ほか箱根､富士山､日光の観光にも便利!#8,273935739,Shibuya Ku,35.673759999999994,139.71008999999998,Entire home/apt,2,54,2020-02-29,2.98,0,9915
252,401C Free WiFi 3min walk from Nakaitabashi sta.,275887146,Itabashi Ku,35.754870000000004,139.6966,Entire home/apt,1,19,2020-04-07,2.12,154,8433
253,R7 Classy contemporary Room Roppongi,119345063,Minato Ku,35.6534,139.73715,Private room,2,16,2020-03-21,2.36,47,7129
254,4F7【Men only】5 min to Ueno sta./ capsule hotel,188123234,Taito Ku,35.71409,139.78043,Hotel room,1,0,,,286,49853
255,good location/akihabara urno 5ms/5lines/kidsroom,226312103,Taito Ku,35.70395,139.78009,Entire home/apt,1,10,2020-02-03,1.91,254,29632
256,7min Sta. Easy to Shinjuku - cozy room#101,261941361,Shinjuku Ku,35.70754,139.74168,Entire home/apt,2,91,2020-03-20,3.54,365,5153
257,Nestle Tokyo Deluxe House,156367707,Chiyoda Ku,35.69789,139.7792,Private room,1,37,2020-01-27,2.37,294,14045
258,[402]OPENSALE★New apartment 1 room Shinjuku 15min,109759839,Nerima Ku,35.731559999999995,139.66335,Entire home/apt,3,8,2020-04-14,1.73,278,5991
259,□New !Ikebukuro!WiFi!2 Room□Shinjuku/Akihabara,126434559,Toshima Ku,35.730270000000004,139.72041000000002,Entire home/apt,1,1,2019-10-19,0.16,34,23055
260,#91 Shinjuku Sta. 4min (Website hidden by Airbnb) Wi-Fi,231218515,Shibuya Ku,35.67731,139.6793,Entire home/apt,2,15,2020-03-12,1.88,325,9985
261,New! Spacious&Beautiful Apt/near Ikebukuro CV201,32877707,Itabashi Ku,35.74684,139.71628,Entire home/apt,1,70,2020-03-17,1.86,141,50002
262,Haneda 30min/La casa 1A,226036428,Ota Ku,35.56545,139.6924,Entire home/apt,28,54,2018-12-27,0.79,364,4960
263,Comfortable Apt for 1-2ppl! Close to Shinjuku!,176333076,Shinjuku Ku,35.70304,139.7015,Entire home/apt,1,22,2020-03-26,2.69,1,50011
264,"【网红景点谷中银座,拍照打卡必到】新宿银座涉谷成田机场直达,地铁步行5分钟(R402)",176014678,Arakawa Ku,35.73048,139.77482,Entire home/apt,1,0,,,180,300076
265,BNL:101 ｼｪｱﾊｳｽの1室｡西荻窪駅より徒歩10分｡Suginami-ku 一軒家,71395336,Suginami Ku,35.69732,139.60399999999998,Private room,3,12,2019-08-18,0.57,58,3901
266,BestLocation!IKEBUKURO!Whole House!WiFi! legal!1F2,315799735,Toshima Ku,35.733670000000004,139.70382,Entire home/apt,2,2,2020-02-13,0.72,168,24915
267,502 5mins walk from Oshiage near Asakusa,324761252,Sumida Ku,35.71295,139.80997,Entire home/apt,1,76,2020-02-18,3.45,353,15224
268,Kamata station/ 5 mins/Share room/7㎡/Free wifi,27774528,Ota Ku,35.5667,139.71693,Private room,2,6,2020-03-23,1.16,235,3852
269,Akibahara303OPEN SALE/SkyTree/Asakusa/Ueno/AIRPORT,93569984,Taito Ku,35.70127,139.78045,Private room,1,0,,,103,2028
270,"Tokyo Garden House Hotel!Room401超级大的露台,東京夜景尽收眼底",210252612,Sumida Ku,35.71559,139.82511,Entire home/apt,1,21,2020-03-10,1.82,336,11757
271,LOCATION  hip Shimokitazawa great neighborhood,131153156,Setagaya Ku,35.66443,139.6646,Entire home/apt,3,38,2020-01-02,1.82,55,14939
272,"MACHIYA Apt A,Modern style,3 stops to UENO",141293131,Arakawa Ku,35.7491,139.78391000000002,Entire home/apt,1,111,2020-04-04,5.41,0,5563
273,夢から始まった場所-II,315977873,Toshima Ku,35.73746,139.73096,Private room,3,9,2019-12-05,0.32,307,3938
274,E201:新宿駅まで電車で2路線利用で都内での買物や観光に最適!6名様まで宿泊可能!,236935461,Shibuya Ku,35.683040000000005,139.67838,Entire home/apt,1,5,2020-04-02,1.4,16,10067
275,Omotesando House.表参道/南青山.,264597537,Minato Ku,35.66494,139.7189,Entire home/apt,2,130,2020-02-18,2.27,235,6936
276,Cozy Full House Close to Skytree! Max 8 People,78745434,Sumida Ku,35.71483,139.82584,Entire home/apt,2,3,2020-02-08,0.57,90,17803
277,"Shimo-kitazawa Best location. Shibuya 5min,",279060658,Setagaya Ku,35.66274,139.666,Entire home/apt,1,69,2020-02-22,4.1,255,17737
278,日暮里  大床(30天起租),112112010,Arakawa Ku,35.729490000000006,139.77366,Entire home/apt,30,0,,,365,7542
279,5mins to Asakusa/7mins to Sta./freewifi/HK403,64593710,Sumida Ku,35.723040000000005,139.8234,Entire home/apt,1,11,2020-02-18,1.37,259,50146
280,3 mins on foot to Asakusa Station! Sightseeing tourist attraction spots/ Free WiFi / Non-smoking Single A/Breakfast,35623696,Taito Ku,35.7062,139.79519,Private room,1,1,2020-01-06,0.26,0,13580
281,202★NEW★Big Flat 8PAX Asakusa area/Easy to Airport,170340631,Taito Ku,35.69803,139.78586,Entire home/apt,2,5,2020-02-13,1.1,359,28314
282,Near Ueno/Asakusa#6min to Subway#40min airport,222160638,Bunkyo Ku,35.72975,139.76018,Entire home/apt,1,0,,,180,49936
283,Smart TV♦︎Ueno Asakusa♦︎40mins to Airport,61917467,Arakawa Ku,35.73518,139.77789,Private room,1,28,2020-04-12,1.3,93,8019
284,New Open! Under Raiway Hotel Akihabara#E,89612532,Taito Ku,35.7015,139.77448,Private room,1,1,2019-12-25,0.24,112,8029
285,☆Tokyo Tower☆2BR spacious condo/6 stations nearby,111483837,Minato Ku,35.65082,139.75198999999998,Entire home/apt,2,80,2020-02-13,4.39,165,25686
286,"15mins Shinjyuku, GHIBLI Mus [105]",60002368,Suginami Ku,35.70415,139.59488000000002,Entire home/apt,1,179,2020-03-15,3.47,85,2951
287,Authorised Hostel nr STA Handmade JPN paper WiFi,203632096,Ota Ku,35.56061,139.73076,Entire home/apt,3,30,2020-04-18,0.8,161,9907
288,Haneda FamilyHostel/5min Sta./7min HND airport/2WC,33410004,Ota Ku,35.561820000000004,139.72625,Entire home/apt,1,107,2020-03-30,3.24,228,6768
289,"*5 [Ginza, Tsukiji]  Moonoka hotel  ,5guests, wifi",304999208,Chuo Ku,35.67195,139.77638000000002,Hotel room,1,25,2020-03-08,2.9,21,21473
290,晴空塔下日式风情两卧室设计师房源301/1分钟步行地铁站,93082522,Sumida Ku,35.70769,139.81514,Entire home/apt,1,6,2020-04-06,1.15,139,21796
291,OHANA - 2020.03.20 New Open!! 池袋･大山,143235370,Itabashi Ku,35.7492,139.7038,Entire home/apt,1,0,,,123,4994
292,Traditional Japanese room! 6min from Shinjuku.,169622426,Nakano Ku,35.69795,139.6639,Entire home/apt,3,102,2019-12-28,2.19,109,16958
293,Japanese style room central Tokyo JR station 3min,162857835,Kita Ku,35.736270000000005,139.75929,Entire home/apt,1,16,2019-12-29,0.99,308,11954
294,5 mins to skytree-2 double beds MAX 4 Guests 1F,143824798,Katsushika Ku,35.73192,139.83638,Private room,1,0,,,321,6051
295,NEW OPEN!!! Great access to Tokyo Sky tree.,143444800,Katsushika Ku,35.73284,139.83808,Entire home/apt,1,11,2020-04-25,3.03,57,11947
296,【#203】SENSOJI TEMPLE 1MIN! VEGAN CAFE/BAR 1FLOOR,216544001,Taito Ku,35.716640000000005,139.79613,Private room,1,7,2020-03-06,1.21,0,7169
297,新宿2分鐘/西新宿步行3分鐘/成田羽田機場巴士直達#2-901,49661789,Shinjuku Ku,35.69637,139.69149,Entire home/apt,1,0,,,89,11857
298,202★New ryokan/Sensoji Temple 7-min/private bth/wf,195509368,Taito Ku,35.72019,139.80056000000002,Private room,1,58,2020-02-22,3.6,237,5979
299,Renewal Offer! Shinjuku Private Ryokan Rent 45pax,50671726,Nakano Ku,35.68955,139.67616999999998,Private room,1,0,,,270,99998
300,★Asakusa area★Station 8 minute walk  Deluxe Twin,177441756,Arakawa Ku,35.7287,139.79947,Hotel room,1,4,2020-03-28,0.35,0,5140
301,【MONTHLY】SHIBUYA AREA! 5MIN STN! MAX 4PPL! 1R 25㎡!,45326126,Shibuya Ku,35.65861,139.69468999999998,Entire home/apt,30,0,,,362,12919
302,Comfy Residence Ikebukuro #2  Cozy&Sunny+Mob. Wifi,25285263,Toshima Ku,35.72513,139.71572,Entire home/apt,1,57,2020-01-31,2.84,352,13756
303,303 Great room near SkyTree and Asakusa,324761252,Sumida Ku,35.71127,139.81048,Entire home/apt,1,81,2020-01-30,3.54,360,19736
304,原宿!10分､ 表参道駅 8分☆渋谷15分☆東京観光に最適☆2ﾍﾞｯﾄﾞﾙｰﾑ☆最大6人☆ﾌﾘｰWIFI,332470702,Shibuya Ku,35.67086,139.71358,Entire home/apt,1,2,2020-03-19,0.82,0,20082
305,Sakura Hotel Nippori,257492869,Bunkyo Ku,35.72914,139.7631,Private room,1,0,,,336,9906
306,Sunshine Tower 401 东京塔高级公寓,9842276,Minato Ku,35.65132,139.74545,Private room,1,16,2020-03-01,2.81,143,17933
307,Legal high quality residence & near Ikebukuro,287268297,Toshima Ku,35.72981,139.69267,Entire home/apt,1,47,2020-01-04,2.35,89,26999
308,3 minute walk from JR Uguisudani Station! Excellent access to Ueno / Yanesen area. Family room 32㎡ (5 pax),25911199,Taito Ku,35.72282,139.78152,Private room,1,0,,,110,20208
309,駅から徒歩6分!!新宿へのｱｸｾｽにも便利なｵｼｬﾚﾙｰﾑ/Wifi#405,69954492,Shinjuku Ku,35.71334,139.70982,Entire home/apt,2,0,,,336,99808
310,Den7 Takanawa【2F】Quiet & Historic Neighborhood,311306656,Minato Ku,35.63966,139.73393000000002,Entire home/apt,28,1,2019-02-07,0.07,350,19986
311,Welcome to my home. Shared room  “Bed B”,95647959,Suginami Ku,35.678670000000004,139.66275,Shared room,2,42,2020-01-19,1.82,0,2812
312,Stunning home in central Tokyo,40951044,Minato Ku,35.65008,139.73337,Entire home/apt,3,240,2020-02-24,3.14,0,80003
313,"Penthouse with 270° views, perfect location",19960413,Shibuya Ku,35.68302,139.69823,Entire home/apt,3,0,,,84,16067
314,浅草 Asakusa akiko house 2,256537594,Taito Ku,35.720290000000006,139.79365,Private room,4,88,2020-01-19,1.84,339,6373
315,★ON SALE FOR APR: Bright Green Studio W/ Free WiFi,145960437,Sumida Ku,35.69236,139.7907,Entire home/apt,2,110,2020-03-08,3.17,226,11881
316,Cozy and Residential Apartment H03,32575084,Arakawa Ku,35.73693,139.77091,Entire home/apt,2,58,2019-12-22,1.15,178,7535
317,【New-built】6BunkBeds Mix Dorm in Asakusa Ueno,344270090,Taito Ku,35.70374,139.79336,Shared room,1,0,,,2,3233
